"access.field","demand.type","access.type","trip.type","time","threshold","before.after","gap","gini.low","gini.mid","gini.high"
"abs.non.mor.36min.before","min.pct","abs","non","mor","36","before",0.34,"0.65",0.66,0.68
"abs.non.mor.39min.before","min.pct","abs","non","mor","39","before",0.34,"0.63",0.64,0.66
"abs.non.mor.42min.before","min.pct","abs","non","mor","42","before",0.35,"0.61",0.61,0.64
"abs.non.mor.45min.before","min.pct","abs","non","mor","45","before",0.35,"0.6",0.59,0.62
"abs.non.mor.48min.before","min.pct","abs","non","mor","48","before",0.34,"0.58",0.57,0.61
"abs.non.mor.51min.before","min.pct","abs","non","mor","51","before",0.34,"0.57",0.54,0.59
"abs.non.mor.54min.before","min.pct","abs","non","mor","54","before",0.34,"0.55",0.52,0.57
"abs.non.mor.57min.before","min.pct","abs","non","mor","57","before",0.34,"0.53",0.51,0.56
"abs.non.mor.60min.before","min.pct","abs","non","mor","60","before",0.34,"0.52",0.48,0.53
"abs.non.mor.63min.before","min.pct","abs","non","mor","63","before",0.34,"0.5",0.46,0.51
"abs.non.mor.66min.before","min.pct","abs","non","mor","66","before",0.34,"0.48",0.44,0.49
"abs.non.mor.69min.before","min.pct","abs","non","mor","69","before",0.34,"0.47",0.42,0.47
"abs.non.mor.72min.before","min.pct","abs","non","mor","72","before",0.34,"0.45",0.41,0.45
"abs.non.mor.75min.before","min.pct","abs","non","mor","75","before",0.34,"0.44",0.39,0.42
"rel.non.mor.1.before","min.pct","rel","non","mor","1","before",0.49,"1",1,0.99
"rel.non.mor.1.2.before","min.pct","rel","non","mor","1.2","before",0.48,"0.99",0.99,0.99
"rel.non.mor.1.4.before","min.pct","rel","non","mor","1.4","before",0.45,"0.98",0.98,0.98
"rel.non.mor.1.6.before","min.pct","rel","non","mor","1.6","before",0.4,"0.97",0.94,0.94
"rel.non.mor.1.8.before","min.pct","rel","non","mor","1.8","before",0.35,"0.95",0.91,0.91
"rel.non.mor.2.before","min.pct","rel","non","mor","2","before",0.29,"0.89",0.85,0.85
"rel.non.mor.2.2.before","min.pct","rel","non","mor","2.2","before",0.29,"0.81",0.76,0.77
"rel.non.mor.2.4.before","min.pct","rel","non","mor","2.4","before",0.29,"0.71",0.65,0.65
"rel.non.mor.2.6.before","min.pct","rel","non","mor","2.6","before",0.29,"0.62",0.55,0.53
"rel.non.mor.2.8.before","min.pct","rel","non","mor","2.8","before",0.29,"0.54",0.45,0.42
"rel.non.mor.3.before","min.pct","rel","non","mor","3","before",0.3,"0.48",0.39,0.34
"abs.com.mor.30min.after","min.pct","abs","com","mor","30","after",0.43,"0.16",0.16,0.22
"abs.com.mor.33min.after","min.pct","abs","com","mor","33","after",0.43,"0.15",0.16,0.22
"abs.com.mor.36min.after","min.pct","abs","com","mor","36","after",0.43,"0.15",0.15,0.22
"abs.com.mor.39min.after","min.pct","abs","com","mor","39","after",0.43,"0.15",0.16,0.22
"abs.com.mor.42min.after","min.pct","abs","com","mor","42","after",0.43,"0.15",0.16,0.23
"abs.com.mor.45min.after","min.pct","abs","com","mor","45","after",0.44,"0.14",0.17,0.23
"abs.com.mor.48min.after","min.pct","abs","com","mor","48","after",0.45,"0.12",0.17,0.23
"abs.com.mor.51min.after","min.pct","abs","com","mor","51","after",0.45,"0.11",0.17,0.23
"abs.com.mor.54min.after","min.pct","abs","com","mor","54","after",0.44,"0.11",0.17,0.23
"abs.com.mor.57min.after","min.pct","abs","com","mor","57","after",0.43,"0.1",0.17,0.23
"abs.com.mor.60min.after","min.pct","abs","com","mor","60","after",0.42,"0.1",0.17,0.22
"abs.com.mor.63min.after","min.pct","abs","com","mor","63","after",0.42,"0.09",0.16,0.21
"abs.com.mor.66min.after","min.pct","abs","com","mor","66","after",0.42,"0.08",0.16,0.2
"abs.com.mor.69min.after","min.pct","abs","com","mor","69","after",0.42,"0.07",0.15,0.19
"abs.com.mor.72min.after","min.pct","abs","com","mor","72","after",0.42,"0.07",0.13,0.17
"abs.com.mor.75min.after","min.pct","abs","com","mor","75","after",0.42,"0.05",0.11,0.15
"rel.com.mor.1.after","min.pct","rel","com","mor","1","after",0.43,"0.22",0.3,0.38
"rel.com.mor.1.2.after","min.pct","rel","com","mor","1.2","after",0.42,"0.17",0.23,0.28
"rel.com.mor.1.4.after","min.pct","rel","com","mor","1.4","after",0.42,"0.16",0.19,0.25
"rel.com.mor.1.6.after","min.pct","rel","com","mor","1.6","after",0.42,"0.16",0.19,0.26
"rel.com.mor.1.8.after","min.pct","rel","com","mor","1.8","after",0.42,"0.14",0.19,0.23
"rel.com.mor.2.after","min.pct","rel","com","mor","2","after",0.42,"0.11",0.15,0.19
"rel.com.mor.2.2.after","min.pct","rel","com","mor","2.2","after",0.42,"0.07",0.11,0.13
"rel.com.mor.2.4.after","min.pct","rel","com","mor","2.4","after",0.42,"0.05",0.08,0.09
"rel.com.mor.2.6.after","min.pct","rel","com","mor","2.6","after",0.42,"0.03",0.06,0.06
"rel.com.mor.2.8.after","min.pct","rel","com","mor","2.8","after",0.43,"0.02",0.04,0.04
"rel.com.mor.3.after","min.pct","rel","com","mor","3","after",0.43,"0.02",0.03,0.03
"abs.non.mor.30min.after","min.pct","abs","non","mor","30","after",0.38,"0.18",0.16,0.21
"abs.non.mor.33min.after","min.pct","abs","non","mor","33","after",0.38,"0.17",0.17,0.21
"abs.non.mor.36min.after","min.pct","abs","non","mor","36","after",0.38,"0.18",0.17,0.2
"abs.non.mor.39min.after","min.pct","abs","non","mor","39","after",0.38,"0.18",0.18,0.21
"abs.non.mor.42min.after","min.pct","abs","non","mor","42","after",0.39,"0.18",0.18,0.21
"abs.non.mor.45min.after","min.pct","abs","non","mor","45","after",0.39,"0.17",0.19,0.21
"abs.non.mor.48min.after","min.pct","abs","non","mor","48","after",0.4,"0.16",0.19,0.22
"abs.non.mor.51min.after","min.pct","abs","non","mor","51","after",0.4,"0.15",0.18,0.21
"abs.non.mor.54min.after","min.pct","abs","non","mor","54","after",0.39,"0.15",0.19,0.21
"abs.non.mor.57min.after","min.pct","abs","non","mor","57","after",0.38,"0.15",0.19,0.21
"abs.non.mor.60min.after","min.pct","abs","non","mor","60","after",0.38,"0.15",0.18,0.2
"abs.non.mor.63min.after","min.pct","abs","non","mor","63","after",0.38,"0.14",0.18,0.2
"abs.non.mor.66min.after","min.pct","abs","non","mor","66","after",0.38,"0.13",0.17,0.19
"abs.non.mor.69min.after","min.pct","abs","non","mor","69","after",0.38,"0.12",0.16,0.18
"abs.non.mor.72min.after","min.pct","abs","non","mor","72","after",0.38,"0.11",0.15,0.16
"abs.non.mor.75min.after","min.pct","abs","non","mor","75","after",0.38,"0.1",0.13,0.15
"rel.non.mor.1.after","min.pct","rel","non","mor","1","after",0.41,"0.21",0.28,0.36
"rel.non.mor.1.2.after","min.pct","rel","non","mor","1.2","after",0.39,"0.16",0.18,0.25
"rel.non.mor.1.4.after","min.pct","rel","non","mor","1.4","after",0.38,"0.16",0.15,0.22
"rel.non.mor.1.6.after","min.pct","rel","non","mor","1.6","after",0.39,"0.16",0.15,0.22
"rel.non.mor.1.8.after","min.pct","rel","non","mor","1.8","after",0.41,"0.15",0.16,0.21
"rel.non.mor.2.after","min.pct","rel","non","mor","2","after",0.41,"0.11",0.13,0.17
"rel.non.mor.2.2.after","min.pct","rel","non","mor","2.2","after",0.41,"0.08",0.1,0.12
"rel.non.mor.2.4.after","min.pct","rel","non","mor","2.4","after",0.41,"0.05",0.08,0.08
"rel.non.mor.2.6.after","min.pct","rel","non","mor","2.6","after",0.41,"0.04",0.06,0.06
"rel.non.mor.2.8.after","min.pct","rel","non","mor","2.8","after",0.4,"0.03",0.04,0.04
"rel.non.mor.3.after","min.pct","rel","non","mor","3","after",0.4,"0.02",0.03,0.03
"abs.com.mor.30min.before","pov.pct","abs","com","mor","30","before",0.28,"0.79",0.76,0.69
"abs.com.mor.33min.before","pov.pct","abs","com","mor","33","before",0.29,"0.76",0.74,0.66
"abs.com.mor.36min.before","pov.pct","abs","com","mor","36","before",0.29,"0.74",0.72,0.63
"abs.com.mor.39min.before","pov.pct","abs","com","mor","39","before",0.29,"0.72",0.7,0.6
"abs.com.mor.42min.before","pov.pct","abs","com","mor","42","before",0.29,"0.7",0.68,0.56
"abs.com.mor.45min.before","pov.pct","abs","com","mor","45","before",0.29,"0.68",0.66,0.54
"abs.com.mor.48min.before","pov.pct","abs","com","mor","48","before",0.29,"0.66",0.64,0.51
"abs.com.mor.51min.before","pov.pct","abs","com","mor","51","before",0.29,"0.64",0.62,0.48
"abs.com.mor.54min.before","pov.pct","abs","com","mor","54","before",0.29,"0.63",0.6,0.45
"abs.com.mor.57min.before","pov.pct","abs","com","mor","57","before",0.29,"0.62",0.58,0.43
"abs.com.mor.60min.before","pov.pct","abs","com","mor","60","before",0.29,"0.61",0.56,0.41
"abs.com.mor.63min.before","pov.pct","abs","com","mor","63","before",0.29,"0.59",0.53,0.38
"abs.com.mor.66min.before","pov.pct","abs","com","mor","66","before",0.29,"0.58",0.51,0.36
"abs.com.mor.69min.before","pov.pct","abs","com","mor","69","before",0.29,"0.57",0.49,0.33
"abs.com.mor.72min.before","pov.pct","abs","com","mor","72","before",0.29,"0.56",0.47,0.32
"abs.com.mor.75min.before","pov.pct","abs","com","mor","75","before",0.29,"0.54",0.45,0.3
"rel.com.mor.1.before","pov.pct","rel","com","mor","1","before",0.49,"0.99",1,1
"rel.com.mor.1.2.before","pov.pct","rel","com","mor","1.2","before",0.48,"0.99",1,0.98
"rel.com.mor.1.4.before","pov.pct","rel","com","mor","1.4","before",0.46,"0.99",0.99,0.97
"rel.com.mor.1.6.before","pov.pct","rel","com","mor","1.6","before",0.42,"0.98",0.98,0.94
"rel.com.mor.1.8.before","pov.pct","rel","com","mor","1.8","before",0.35,"0.96",0.95,0.9
"rel.com.mor.2.before","pov.pct","rel","com","mor","2","before",0.28,"0.91",0.89,0.81
"rel.com.mor.2.2.before","pov.pct","rel","com","mor","2.2","before",0.25,"0.86",0.8,0.71
"rel.com.mor.2.4.before","pov.pct","rel","com","mor","2.4","before",0.25,"0.78",0.67,0.58
"rel.com.mor.2.6.before","pov.pct","rel","com","mor","2.6","before",0.25,"0.71",0.54,0.46
"rel.com.mor.2.8.before","pov.pct","rel","com","mor","2.8","before",0.24,"0.65",0.45,0.36
"rel.com.mor.3.before","pov.pct","rel","com","mor","3","before",0.24,"0.6",0.37,0.28
"abs.non.mor.30min.before","pov.pct","abs","non","mor","30","before",0.27,"0.79",0.72,0.65
"abs.non.mor.33min.before","pov.pct","abs","non","mor","33","before",0.28,"0.76",0.7,0.62
"abs.non.mor.36min.before","pov.pct","abs","non","mor","36","before",0.28,"0.75",0.67,0.59
"abs.non.mor.39min.before","pov.pct","abs","non","mor","39","before",0.28,"0.72",0.65,0.57
"abs.non.mor.42min.before","pov.pct","abs","non","mor","42","before",0.28,"0.71",0.63,0.54
"abs.non.mor.45min.before","pov.pct","abs","non","mor","45","before",0.28,"0.69",0.61,0.52
"abs.non.mor.48min.before","pov.pct","abs","non","mor","48","before",0.28,"0.68",0.6,0.5
"abs.non.mor.51min.before","pov.pct","abs","non","mor","51","before",0.28,"0.66",0.58,0.47
"abs.non.mor.54min.before","pov.pct","abs","non","mor","54","before",0.28,"0.65",0.57,0.45
"abs.non.mor.57min.before","pov.pct","abs","non","mor","57","before",0.27,"0.63",0.55,0.43
"abs.non.mor.60min.before","pov.pct","abs","non","mor","60","before",0.27,"0.62",0.53,0.4
"abs.non.mor.63min.before","pov.pct","abs","non","mor","63","before",0.27,"0.61",0.51,0.37
"abs.non.mor.66min.before","pov.pct","abs","non","mor","66","before",0.27,"0.59",0.48,0.35
"abs.non.mor.69min.before","pov.pct","abs","non","mor","69","before",0.27,"0.58",0.47,0.32
"abs.non.mor.72min.before","pov.pct","abs","non","mor","72","before",0.27,"0.56",0.45,0.3
"abs.non.mor.75min.before","pov.pct","abs","non","mor","75","before",0.27,"0.55",0.43,0.28
"rel.non.mor.1.before","pov.pct","rel","non","mor","1","before",0.49,"1",1,0.99
"rel.non.mor.1.2.before","pov.pct","rel","non","mor","1.2","before",0.48,"0.99",1,0.99
"rel.non.mor.1.4.before","pov.pct","rel","non","mor","1.4","before",0.45,"0.98",0.98,0.97
"rel.non.mor.1.6.before","pov.pct","rel","non","mor","1.6","before",0.4,"0.97",0.96,0.92
"rel.non.mor.1.8.before","pov.pct","rel","non","mor","1.8","before",0.34,"0.96",0.93,0.88
"rel.non.mor.2.before","pov.pct","rel","non","mor","2","before",0.27,"0.91",0.87,0.81
"rel.non.mor.2.2.before","pov.pct","rel","non","mor","2.2","before",0.25,"0.85",0.78,0.71
"rel.non.mor.2.4.before","pov.pct","rel","non","mor","2.4","before",0.25,"0.77",0.66,0.58
"rel.non.mor.2.6.before","pov.pct","rel","non","mor","2.6","before",0.25,"0.69",0.54,0.46
"rel.non.mor.2.8.before","pov.pct","rel","non","mor","2.8","before",0.25,"0.63",0.43,0.36
"rel.non.mor.3.before","pov.pct","rel","non","mor","3","before",0.25,"0.57",0.35,0.28
"abs.com.mor.30min.after","pov.pct","abs","com","mor","30","after",0.39,"0.18",0.24,0.19
"abs.com.mor.33min.after","pov.pct","abs","com","mor","33","after",0.38,"0.17",0.23,0.19
"abs.com.mor.36min.after","pov.pct","abs","com","mor","36","after",0.38,"0.17",0.23,0.18
"abs.com.mor.39min.after","pov.pct","abs","com","mor","39","after",0.38,"0.18",0.24,0.18
"abs.com.mor.42min.after","pov.pct","abs","com","mor","42","after",0.38,"0.18",0.24,0.19
"abs.com.mor.45min.after","pov.pct","abs","com","mor","45","after",0.39,"0.18",0.24,0.19
"abs.com.mor.48min.after","pov.pct","abs","com","mor","48","after",0.39,"0.16",0.24,0.18
"abs.com.mor.51min.after","pov.pct","abs","com","mor","51","after",0.39,"0.15",0.23,0.18
"abs.com.mor.54min.after","pov.pct","abs","com","mor","54","after",0.39,"0.15",0.23,0.18
"abs.com.mor.57min.after","pov.pct","abs","com","mor","57","after",0.38,"0.15",0.22,0.17
"abs.com.mor.60min.after","pov.pct","abs","com","mor","60","after",0.37,"0.14",0.21,0.16
"abs.com.mor.63min.after","pov.pct","abs","com","mor","63","after",0.37,"0.14",0.21,0.16
"abs.com.mor.66min.after","pov.pct","abs","com","mor","66","after",0.36,"0.13",0.2,0.15
"abs.com.mor.69min.after","pov.pct","abs","com","mor","69","after",0.36,"0.12",0.18,0.13
"abs.com.mor.72min.after","pov.pct","abs","com","mor","72","after",0.36,"0.11",0.17,0.12
"abs.com.mor.75min.after","pov.pct","abs","com","mor","75","after",0.37,"0.09",0.15,0.1
"rel.com.mor.1.after","pov.pct","rel","com","mor","1","after",0.4,"0.25",0.34,0.36
"rel.com.mor.1.2.after","pov.pct","rel","com","mor","1.2","after",0.39,"0.19",0.24,0.28
"rel.com.mor.1.4.after","pov.pct","rel","com","mor","1.4","after",0.39,"0.18",0.21,0.24
"rel.com.mor.1.6.after","pov.pct","rel","com","mor","1.6","after",0.39,"0.18",0.23,0.23
"rel.com.mor.1.8.after","pov.pct","rel","com","mor","1.8","after",0.39,"0.17",0.21,0.21
"rel.com.mor.2.after","pov.pct","rel","com","mor","2","after",0.4,"0.12",0.17,0.17
"rel.com.mor.2.2.after","pov.pct","rel","com","mor","2.2","after",0.41,"0.09",0.12,0.11
"rel.com.mor.2.4.after","pov.pct","rel","com","mor","2.4","after",0.42,"0.06",0.08,0.08
"rel.com.mor.2.6.after","pov.pct","rel","com","mor","2.6","after",0.43,"0.04",0.06,0.05
"rel.com.mor.2.8.after","pov.pct","rel","com","mor","2.8","after",0.43,"0.03",0.04,0.04
"rel.com.mor.3.after","pov.pct","rel","com","mor","3","after",0.44,"0.02",0.03,0.03
"abs.non.mor.30min.after","pov.pct","abs","non","mor","30","after",0.32,"0.19",0.21,0.18
"abs.non.mor.33min.after","pov.pct","abs","non","mor","33","after",0.32,"0.19",0.21,0.17
"abs.non.mor.36min.after","pov.pct","abs","non","mor","36","after",0.32,"0.19",0.21,0.17
"abs.non.mor.39min.after","pov.pct","abs","non","mor","39","after",0.32,"0.21",0.21,0.17
"abs.non.mor.42min.after","pov.pct","abs","non","mor","42","after",0.33,"0.21",0.21,0.17
"abs.non.mor.45min.after","pov.pct","abs","non","mor","45","after",0.33,"0.2",0.22,0.17
"abs.non.mor.48min.after","pov.pct","abs","non","mor","48","after",0.33,"0.2",0.22,0.17
"abs.non.mor.51min.after","pov.pct","abs","non","mor","51","after",0.33,"0.19",0.21,0.17
"abs.non.mor.54min.after","pov.pct","abs","non","mor","54","after",0.33,"0.19",0.21,0.17
"abs.non.mor.57min.after","pov.pct","abs","non","mor","57","after",0.32,"0.19",0.21,0.16
"abs.non.mor.60min.after","pov.pct","abs","non","mor","60","after",0.32,"0.19",0.2,0.15
"abs.non.mor.63min.after","pov.pct","abs","non","mor","63","after",0.32,"0.19",0.19,0.15
"abs.non.mor.66min.after","pov.pct","abs","non","mor","66","after",0.31,"0.18",0.19,0.14
"abs.non.mor.69min.after","pov.pct","abs","non","mor","69","after",0.31,"0.17",0.17,0.13
"abs.non.mor.72min.after","pov.pct","abs","non","mor","72","after",0.31,"0.15",0.16,0.11
"abs.non.mor.75min.after","pov.pct","abs","non","mor","75","after",0.31,"0.14",0.14,0.09
"rel.non.mor.1.after","pov.pct","rel","non","mor","1","after",0.38,"0.23",0.31,0.33
"rel.non.mor.1.2.after","pov.pct","rel","non","mor","1.2","after",0.36,"0.16",0.2,0.24
"rel.non.mor.1.4.after","pov.pct","rel","non","mor","1.4","after",0.35,"0.16",0.18,0.2
"rel.non.mor.1.6.after","pov.pct","rel","non","mor","1.6","after",0.36,"0.17",0.19,0.2
"rel.non.mor.1.8.after","pov.pct","rel","non","mor","1.8","after",0.38,"0.16",0.19,0.18
"rel.non.mor.2.after","pov.pct","rel","non","mor","2","after",0.39,"0.13",0.15,0.15
"rel.non.mor.2.2.after","pov.pct","rel","non","mor","2.2","after",0.4,"0.09",0.11,0.11
"rel.non.mor.2.4.after","pov.pct","rel","non","mor","2.4","after",0.4,"0.06",0.08,0.08
"rel.non.mor.2.6.after","pov.pct","rel","non","mor","2.6","after",0.41,"0.04",0.06,0.05
"rel.non.mor.2.8.after","pov.pct","rel","non","mor","2.8","after",0.41,"0.03",0.04,0.04
"rel.non.mor.3.after","pov.pct","rel","non","mor","3","after",0.41,"0.02",0.03,0.03
"abs.com.mor.30min.before","emp.pct","abs","com","mor","30","before",0.33,"0.7",0.78,0.75
"abs.com.mor.33min.before","emp.pct","abs","com","mor","33","before",0.33,"0.67",0.76,0.73
"abs.com.mor.36min.before","emp.pct","abs","com","mor","36","before",0.34,"0.64",0.73,0.7
"abs.com.mor.39min.before","emp.pct","abs","com","mor","39","before",0.35,"0.62",0.7,0.68
"abs.com.mor.42min.before","emp.pct","abs","com","mor","42","before",0.35,"0.59",0.68,0.65
"abs.com.mor.45min.before","emp.pct","abs","com","mor","45","before",0.35,"0.57",0.67,0.63
"abs.com.mor.48min.before","emp.pct","abs","com","mor","48","before",0.35,"0.55",0.65,0.6
"abs.com.mor.51min.before","emp.pct","abs","com","mor","51","before",0.35,"0.52",0.64,0.58
"abs.com.mor.54min.before","emp.pct","abs","com","mor","54","before",0.35,"0.5",0.62,0.55
"abs.com.mor.57min.before","emp.pct","abs","com","mor","57","before",0.35,"0.48",0.61,0.52
"abs.com.mor.60min.before","emp.pct","abs","com","mor","60","before",0.35,"0.47",0.59,0.5
"abs.com.mor.63min.before","emp.pct","abs","com","mor","63","before",0.35,"0.45",0.57,0.47
"abs.com.mor.66min.before","emp.pct","abs","com","mor","66","before",0.35,"0.43",0.56,0.45
"abs.com.mor.69min.before","emp.pct","abs","com","mor","69","before",0.35,"0.41",0.54,0.43
"abs.com.mor.72min.before","emp.pct","abs","com","mor","72","before",0.35,"0.4",0.53,0.41
"abs.com.mor.75min.before","emp.pct","abs","com","mor","75","before",0.35,"0.38",0.51,0.39
"rel.com.mor.1.before","emp.pct","rel","com","mor","1","before",0.49,"0.99",1,1
"rel.com.mor.1.2.before","emp.pct","rel","com","mor","1.2","before",0.48,"0.99",0.99,0.99
"rel.com.mor.1.4.before","emp.pct","rel","com","mor","1.4","before",0.45,"0.99",0.98,0.98
"rel.com.mor.1.6.before","emp.pct","rel","com","mor","1.6","before",0.41,"0.97",0.98,0.95
"rel.com.mor.1.8.before","emp.pct","rel","com","mor","1.8","before",0.35,"0.94",0.96,0.91
"rel.com.mor.2.before","emp.pct","rel","com","mor","2","before",0.28,"0.86",0.91,0.84
"rel.com.mor.2.2.before","emp.pct","rel","com","mor","2.2","before",0.27,"0.79",0.84,0.74
"rel.com.mor.2.4.before","emp.pct","rel","com","mor","2.4","before",0.28,"0.68",0.74,0.61
"rel.com.mor.2.6.before","emp.pct","rel","com","mor","2.6","before",0.28,"0.6",0.64,0.48
"rel.com.mor.2.8.before","emp.pct","rel","com","mor","2.8","before",0.28,"0.52",0.55,0.38
"rel.com.mor.3.before","emp.pct","rel","com","mor","3","before",0.28,"0.46",0.48,0.31
"abs.non.mor.30min.before","emp.pct","abs","non","mor","30","before",0.32,"0.68",0.76,0.71
"abs.non.mor.33min.before","emp.pct","abs","non","mor","33","before",0.33,"0.65",0.74,0.69
"abs.non.mor.36min.before","emp.pct","abs","non","mor","36","before",0.33,"0.63",0.71,0.67
"abs.non.mor.39min.before","emp.pct","abs","non","mor","39","before",0.33,"0.6",0.69,0.65
"abs.non.mor.42min.before","emp.pct","abs","non","mor","42","before",0.34,"0.58",0.67,0.62
"abs.non.mor.45min.before","emp.pct","abs","non","mor","45","before",0.34,"0.57",0.65,0.6
"abs.non.mor.48min.before","emp.pct","abs","non","mor","48","before",0.34,"0.55",0.64,0.57
"abs.non.mor.51min.before","emp.pct","abs","non","mor","51","before",0.34,"0.53",0.63,0.56
"abs.non.mor.54min.before","emp.pct","abs","non","mor","54","before",0.34,"0.51",0.62,0.53
"abs.non.mor.57min.before","emp.pct","abs","non","mor","57","before",0.33,"0.49",0.6,0.51
"abs.non.mor.60min.before","emp.pct","abs","non","mor","60","before",0.33,"0.47",0.59,0.48
"abs.non.mor.63min.before","emp.pct","abs","non","mor","63","before",0.33,"0.45",0.57,0.46
"abs.non.mor.66min.before","emp.pct","abs","non","mor","66","before",0.33,"0.43",0.55,0.43
"abs.non.mor.69min.before","emp.pct","abs","non","mor","69","before",0.33,"0.42",0.54,0.41
"abs.non.mor.72min.before","emp.pct","abs","non","mor","72","before",0.33,"0.4",0.52,0.39
"abs.non.mor.75min.before","emp.pct","abs","non","mor","75","before",0.33,"0.38",0.51,0.37
"rel.non.mor.1.before","emp.pct","rel","non","mor","1","before",0.49,"1",1,0.99
"rel.non.mor.1.2.before","emp.pct","rel","non","mor","1.2","before",0.47,"0.99",0.99,0.99
"rel.non.mor.1.4.before","emp.pct","rel","non","mor","1.4","before",0.45,"0.98",0.98,0.97
"rel.non.mor.1.6.before","emp.pct","rel","non","mor","1.6","before",0.39,"0.96",0.97,0.93
"rel.non.mor.1.8.before","emp.pct","rel","non","mor","1.8","before",0.34,"0.93",0.95,0.89
"rel.non.mor.2.before","emp.pct","rel","non","mor","2","before",0.28,"0.85",0.91,0.83
"rel.non.mor.2.2.before","emp.pct","rel","non","mor","2.2","before",0.28,"0.76",0.82,0.74
"rel.non.mor.2.4.before","emp.pct","rel","non","mor","2.4","before",0.29,"0.66",0.72,0.62
"rel.non.mor.2.6.before","emp.pct","rel","non","mor","2.6","before",0.3,"0.57",0.62,0.5
"rel.non.mor.2.8.before","emp.pct","rel","non","mor","2.8","before",0.29,"0.49",0.53,0.39
"rel.non.mor.3.before","emp.pct","rel","non","mor","3","before",0.3,"0.43",0.46,0.32
"abs.com.mor.30min.after","emp.pct","abs","com","mor","30","after",0.41,"0.17",0.21,0.2
"abs.com.mor.33min.after","emp.pct","abs","com","mor","33","after",0.41,"0.16",0.21,0.2
"abs.com.mor.36min.after","emp.pct","abs","com","mor","36","after",0.41,"0.15",0.21,0.2
"abs.com.mor.39min.after","emp.pct","abs","com","mor","39","after",0.41,"0.15",0.21,0.21
"abs.com.mor.42min.after","emp.pct","abs","com","mor","42","after",0.41,"0.15",0.22,0.2
"abs.com.mor.45min.after","emp.pct","abs","com","mor","45","after",0.41,"0.15",0.23,0.2
"abs.com.mor.48min.after","emp.pct","abs","com","mor","48","after",0.42,"0.14",0.22,0.2
"abs.com.mor.51min.after","emp.pct","abs","com","mor","51","after",0.42,"0.13",0.22,0.2
"abs.com.mor.54min.after","emp.pct","abs","com","mor","54","after",0.41,"0.12",0.21,0.2
"abs.com.mor.57min.after","emp.pct","abs","com","mor","57","after",0.4,"0.12",0.21,0.2
"abs.com.mor.60min.after","emp.pct","abs","com","mor","60","after",0.4,"0.11",0.2,0.19
"abs.com.mor.63min.after","emp.pct","abs","com","mor","63","after",0.4,"0.11",0.19,0.19
"abs.com.mor.66min.after","emp.pct","abs","com","mor","66","after",0.4,"0.1",0.18,0.18
"abs.com.mor.69min.after","emp.pct","abs","com","mor","69","after",0.39,"0.09",0.17,0.16
"abs.com.mor.72min.after","emp.pct","abs","com","mor","72","after",0.39,"0.08",0.15,0.15
"abs.com.mor.75min.after","emp.pct","abs","com","mor","75","after",0.4,"0.07",0.13,0.13
"rel.com.mor.1.after","emp.pct","rel","com","mor","1","after",0.41,"0.25",0.33,0.35
"rel.com.mor.1.2.after","emp.pct","rel","com","mor","1.2","after",0.41,"0.19",0.25,0.26
"rel.com.mor.1.4.after","emp.pct","rel","com","mor","1.4","after",0.4,"0.18",0.23,0.23
"rel.com.mor.1.6.after","emp.pct","rel","com","mor","1.6","after",0.4,"0.17",0.24,0.23
"rel.com.mor.1.8.after","emp.pct","rel","com","mor","1.8","after",0.4,"0.15",0.23,0.21
"rel.com.mor.2.after","emp.pct","rel","com","mor","2","after",0.4,"0.12",0.18,0.17
"rel.com.mor.2.2.after","emp.pct","rel","com","mor","2.2","after",0.4,"0.09",0.13,0.12
"rel.com.mor.2.4.after","emp.pct","rel","com","mor","2.4","after",0.39,"0.06",0.09,0.08
"rel.com.mor.2.6.after","emp.pct","rel","com","mor","2.6","after",0.4,"0.04",0.06,0.06
"rel.com.mor.2.8.after","emp.pct","rel","com","mor","2.8","after",0.4,"0.03",0.04,0.04
"rel.com.mor.3.after","emp.pct","rel","com","mor","3","after",0.41,"0.02",0.03,0.03
"abs.non.mor.30min.after","emp.pct","abs","non","mor","30","after",0.36,"0.18",0.19,0.2
"abs.non.mor.33min.after","emp.pct","abs","non","mor","33","after",0.36,"0.18",0.19,0.19
"abs.non.mor.36min.after","emp.pct","abs","non","mor","36","after",0.36,"0.18",0.19,0.19
"abs.non.mor.39min.after","emp.pct","abs","non","mor","39","after",0.36,"0.18",0.2,0.19
"abs.non.mor.42min.after","emp.pct","abs","non","mor","42","after",0.37,"0.17",0.21,0.19
"abs.non.mor.45min.after","emp.pct","abs","non","mor","45","after",0.37,"0.17",0.22,0.19
"abs.non.mor.48min.after","emp.pct","abs","non","mor","48","after",0.38,"0.16",0.22,0.19
"abs.non.mor.51min.after","emp.pct","abs","non","mor","51","after",0.37,"0.15",0.22,0.19
"abs.non.mor.54min.after","emp.pct","abs","non","mor","54","after",0.37,"0.15",0.22,0.19
"abs.non.mor.57min.after","emp.pct","abs","non","mor","57","after",0.37,"0.15",0.21,0.19
"abs.non.mor.60min.after","emp.pct","abs","non","mor","60","after",0.36,"0.14",0.21,0.18
"abs.non.mor.63min.after","emp.pct","abs","non","mor","63","after",0.36,"0.14",0.2,0.18
"abs.non.mor.66min.after","emp.pct","abs","non","mor","66","after",0.36,"0.13",0.2,0.17
"abs.non.mor.69min.after","emp.pct","abs","non","mor","69","after",0.36,"0.12",0.19,0.16
